TEAM,AdjOE,AdjDE,Tempo
Southeastern Louisiana,99.3563660100052,110.06537225935432,65.4054547503845
West Georgia,102.05136792143574,113.09173263951756,69.05041679920872
Northeastern,106.79165108080984,118.36303419015624,69.72711342458521
Sacred Heart,106.66004650614508,118.50400310909612,68.38575561879527
Bellarmine,114.89785157988018,127.67211897053052,64.58288040702945
Grambling St.,96.20983240057755,107.16076584375456,67.49853910400397
Eastern Kentucky,108.47625841144855,120.84572976318974,67.223700558342
Oral Roberts,102.2568997029725,113.9563917914228,67.70560481707747
Evansville,102.28322806586756,114.19941814253112,66.94262781809451
USC Upstate,99.05501630935623,110.73190147176788,67.5620246238249
Northwestern St.,100.58660239612628,112.55772381276054,64.76715711883513
Hampton,100.60061351090329,112.58189785791944,65.38173023661828
Texas Southern,101.9814075453626,114.18647877236396,68.65619064785142
Houston Christian,101.57776285695785,113.73652553967926,64.08959925801904
Alabama A&M,104.21376704244209,116.73986402722689,65.2130370124499
Alabama St.,99.61523218951088,111.61122220717198,69.26987457858704
Stetson,105.03454177806964,117.76506332404486,66.75055418569852
North Carolina A&T,104.2976216961238,117.05655280172104,68.49723654898766
Chattanooga,105.24977561303518,118.3216159779714,67.0356468634543
Central Connecticut,104.31584246938556,117.3669862687896,64.82722709970221
Cleveland St.,109.52268704685127,123.52709956202592,69.5865439164206
Le Moyne,100.66807173736984,113.54068605943868,69.45538373590301
Georgia St.,99.24488048026824,111.9386671703862,67.90842274387988
Wagner,101.836817701285,114.99628519177686,65.46458652144393
Northern Arizona,105.50877845343092,119.200784374626,63.77128053563129
Albany,103.27863872413909,117.95516654478492,65.25844788715717
UMass Lowell,102.44383987364958,117.09046887160736,69.30281183933003
Lafayette,100.3196507469974,115.37737701178018,66.80303241527473
Tennessee Tech,101.69364586104548,117.10992406453327,67.0308975081182
NJIT,97.06338998167156,112.01332847604206,68.03405546082413
Loyola MD,103.40831756289084,119.45544853842058,68.1814751722114
Bucknell,98.63760293319817,113.9963024103124,67.03683153969011
Cal St. Bakersfield,101.51743485306008,117.3314831989839,70.02405895986286
Little Rock,100.94161658974944,116.69948443725376,66.44965903667938
North Florida,106.78688723030884,123.6598904751018,70.49195679993072
New Haven,95.83957778454008,111.49943845142732,63.37449334841333
Eastern Illinois,96.6026211858131,112.5954071926974,65.62630791651577
Norfolk St.,101.13780540094396,118.1175671890887,68.09054733452119
Jackson St.,100.84676868471898,118.11039873004664,69.56572617782183
Holy Cross,100.5304103439742,117.8792444782988,65.42192873696769
UTSA,100.49187043078786,118.01486979332591,68.57150805941045
Manhattan,103.43763744823744,121.58212573854456,67.95151065606065
Niagara,99.72134425768854,117.28885725377955,62.210484616108126
Stonehill,91.86627062058533,108.369417456251,66.36850525656249
North Alabama,99.80915570697783,117.86568904663264,64.80985452919836
Fairleigh Dickinson,100.45946018220933,119.0018197751498,64.04188908093833
Air Force,95.94660932244255,113.9130940416087,66.2790087707026
Chicago St.,99.81106637869956,118.58019584745884,65.62865165231425
Northern Illinois,95.62998964183264,113.72156870661706,67.46832535983833
Alcorn St.,97.13681793466576,115.5430341043824,67.93373409182374
Army,99.53244921578596,118.43319271452368,67.14539594439543
Canisius,95.43163602811256,113.93862264672902,64.04493492409199
Southern Indiana,95.86560476427644,114.5432728646188,67.7068361682895
The Citadel,99.90600963863508,120.57452646714978,64.16172658814122
Louisiana Monroe,101.09352605449402,122.17479230240107,70.23577712142279
Maine,92.04702111782,111.84324106059373,64.73136384051261
Saint Francis,100.4237950580864,122.41117083886496,69.97322201118844
New Hampshire,95.26636072735396,116.1914898585874,67.36761432741866
North Carolina Central,100.0681457327862,122.73285874234988,65.73335468673292
South Carolina St.,95.30988784644182,117.18942390217458,68.83083953485524
Morgan St.,98.72507257345376,121.40132187862793,70.44734852698359
Bryant,96.50416106606916,120.15533587079751,64.22152330282027
Maryland Eastern Shore,93.0709847975212,116.324356324265,63.257032727281
Binghamton,98.20592480339089,123.05128837559543,65.50643830916707
Rider,96.1688606995881,120.5309921363804,65.66058492666745
VMI,98.6666442990364,124.44858349106818,66.81402740982983
UMKC,93.08268753735445,117.51473362293804,69.7170982735266
Gardner Webb,95.33081250962258,122.01504493124276,69.58222269286935
Delaware St.,88.25608163597502,114.28534657163874,65.4749255058757
Coppin St.,91.61119624785884,119.1927936862842,68.55362129447197
Mississippi Valley St.,91.04513336053743,120.87127422124728,67.18425127252364
Western Illinois,92.7331700736286,123.32278208899872,66.4649052013233
